type_projet,surface_m2,budget,localisation,categorie_produit,type_produit,marque,prix_unitaire,qualite,popularite,quantite,prix_total,score_global
immeuble,360,300000,Manouba,quincaillerie,boulon,Rawlplug,4.54,4,58,204,926.16,96.95
renovation,394,193880,Jendouba,etancheite,membrane_etanche,LocalMemb,29.07,4,63,274,7965.18,95.99
immeuble,103,78840,Nabeul,maconnerie,ciment,Holcim,16.7,4,67,47,784.9,98.43
immeuble,165,180528,Tozeur,etancheite,membrane_etanche,Sika,41.55,4,73,179,7437.45,97.74
immeuble,449,300000,Gafsa,peinture,enduit,Sika,43.87,5,69,62,2719.94,100.0
maison,422,225199,Tozeur,isolation,laine_verre,Isover,18.66,4,54,371,6922.86,94.33
renovation,86,41004,Kasserine,maconnerie,gravier,LocalStone,52.18,2,34,22,1147.96,44.98
maison,495,300000,Jendouba,maconnerie,parpaing,LocalBlock,2.69,4,65,1040,2797.6,99.23
maison,360,300000,Tataouine,quincaillerie,boulon,Rawlplug,1.15,4,73,263,302.45,100.0
renovation,295,227867,Tunis,quincaillerie,cheville,LocalChev,1.05,4,62,224,235.2,98.49
maison,369,300000,Manouba,isolation,laine_verre,LocalIso,10.82,5,91,323,3494.86,100.0
immeuble,456,300000,Gafsa,menuiserie,aluminium,AluTunis,267.32,3,48,26,6950.32,47.67
immeuble,326,178276,Kasserine,isolation,mousse_isolante,LocalMousse,47.63,4,52,88,4191.44,90.84
renovation,201,64174,Gafsa,etancheite,hydrofuge,LocalHyd,20.16,2,44,6,120.96,51.18
renovation,179,81499,Sidi Bouzid,etancheite,hydrofuge,Weber,39.27,4,59,6,235.62,93.77
renovation,160,84590,Kebili,quincaillerie,vis,Fischer,0.48,5,83,143,68.64,100.0
immeuble,345,300000,Bizerte,electricite,prise,Legrand,29.25,4,70,124,3627.0,98.08
immeuble,487,300000,Gafsa,electricite,cable,LocalCable,2.45,4,68,551,1349.95,100.0
immeuble,176,101638,Sousse,maconnerie,gravier,GraviereTunis,55.41,3,54,52,2881.32,70.66
renovation,378,111198,Monastir,electricite,interrupteur,Legrand,6.39,4,84,63,402.57,100.0
immeuble,74,56072,Nabeul,peinture,rouleau,OutilTunis,26.55,4,50,4,106.2,92.34
maison,360,147809,Kasserine,quincaillerie,vis,LocalVis,0.27,2,48,347,93.69,54.37
maison,86,72540,Nabeul,etancheite,hydrofuge,Sika,51.92,5,69,3,155.76,100.0
maison,398,300000,Nabeul,isolation,polystyrene,Styrodur,24.36,3,41,337,8209.32,69.86
renovation,348,136208,Manouba,electricite,cable,Legrand,3.89,4,77,438,1703.82,100.0
immeuble,363,276888,Ben Arous,menuiserie,fenetre,FenetrePro,1123.81,4,47,13,14609.53,0.0
renovation,188,86867,Manouba,quincaillerie,clou,Fischer,0.54,5,78,260,140.4,100.0
maison,123,104091,Monastir,maconnerie,parpaing,ParpaingPro,3.01,4,57,344,1035.44,96.8
renovation,460,255095,Gafsa,plomberie,tuyau,LocalPlomb,6.84,3,49,163,1114.92,74.02
renovation,188,67369,Gafsa,peinture,pinceau,LocalTool,23.59,2,37,6,141.54,48.74
immeuble,339,300000,Kef,plomberie,chauffe_eau,LocalChauf,614.51,5,66,2,1229.02,58.35
immeuble,497,300000,Gabes,etancheite,hydrofuge,LocalHyd,19.36,3,59,3,58.08,75.76
maison,398,272721,Kairouan,menuiserie,bois,LocalWood,86.22,3,60,54,4655.88,69.38
immeuble,398,300000,Monastir,isolation,laine_verre,Isover,24.35,4,56,323,7865.05,94.36
renovation,78,60242,Mahdia,quincaillerie,clou,LocalClou,0.36,3,54,70,25.2,76.16
immeuble,414,300000,Kebili,menuiserie,serrure,Abus,78.08,4,50,2,156.16,87.19
renovation,412,206567,Kasserine,menuiserie,fenetre,AluminiumPro,328.25,4,63,17,5580.25,66.08
immeuble,340,300000,Ben Arous,quincaillerie,cheville,Fischer,0.77,5,87,232,178.64,100.0
maison,93,55893,Gabes,plomberie,chauffe_eau,Atlantic,467.64,5,84,2,935.28,78.44
immeuble,462,300000,Kairouan,isolation,laine_roche,Knauf,32.08,4,46,478,15334.24,90.59
renovation,260,114092,Kasserine,quincaillerie,clou,LocalClou,0.12,2,35,318,38.16,50.49
maison,167,129539,Medenine,maconnerie,brique,BriqueTunis,0.65,4,58,1359,883.35,97.34
maison,425,300000,Sfax,menuiserie,serrure,LocalSerr,95.09,3,48,4,380.36,64.89
maison,250,130762,Sidi Bouzid,electricite,cable,LocalCable,3.09,3,48,340,1050.6,74.09
renovation,290,91532,Tozeur,etancheite,silicone,Sika,13.23,5,86,7,92.61,100.0
renovation,52,28444,Gafsa,maconnerie,parpaing,ParpaingPro,4.01,2,38,87,348.87,51.0
maison,407,186261,Tunis,revetement,joint,LocalJoint,8.47,4,66,57,482.79,98.95
renovation,310,253208,Bizerte,revetement,gres,GresPro,82.57,4,60,269,22211.33,89.74
renovation,147,40317,Beja,peinture,vernis,LocalVernis,53.47,2,47,8,427.76,48.75
maison,154,69930,Mahdia,electricite,prise,LocalElec,21.48,2,21,38,816.24,44.15
immeuble,479,300000,Nabeul,plomberie,chauffe_eau,Ariston,843.39,5,66,1,843.39,35.46
renovation,160,98075,Medenine,etancheite,bitume,Sika,51.59,4,68,4,206.36,95.24
renovation,81,31464,Jendouba,maconnerie,brique,BriqueLocal,0.72,2,36,1158,833.76,50.73
immeuble,168,274701,Gabes,electricite,interrupteur,Schneider,12.0,4,90,36,432.0,100.0
maison,205,159175,Zaghouan,menuiserie,bois,MenuiserieTunis,236.22,4,57,22,5196.84,73.48
immeuble,326,248132,Mahdia,maconnerie,brique,SOTEMAIL,0.78,5,81,3980,3104.4,100.0
immeuble,399,300000,Kasserine,etancheite,membrane_etanche,Sika,27.49,4,63,358,9841.42,96.15
renovation,402,260797,Sidi Bouzid,maconnerie,brique,SOTEMAIL,0.66,5,73,4773,3150.18,100.0
immeuble,83,80570,Nabeul,electricite,prise,Legrand,15.55,5,88,23,357.65,100.0
maison,236,102976,Gabes,maconnerie,gravier,LocalStone,48.75,3,57,34,1657.5,72.22
immeuble,461,300000,Jendouba,etancheite,hydrofuge,Sika,27.35,5,97,7,191.45,100.0
maison,328,214676,Ben Arous,plomberie,chauffe_eau,Ariston,868.85,5,61,1,868.85,31.41
immeuble,138,162095,Kairouan,etancheite,hydrofuge,Sika,28.88,4,59,3,86.64,94.81
immeuble,329,300000,Manouba,isolation,mousse_isolante,Knauf,46.74,4,47,73,3412.02,89.43
renovation,351,246027,Jendouba,maconnerie,parpaing,LocalBlock,2.58,4,55,916,2363.28,96.24
immeuble,213,194612,Gafsa,quincaillerie,vis,LocalVis,0.64,4,57,321,205.44,97.04
renovation,378,271291,Beja,menuiserie,fenetre,FenetrePro,376.75,4,65,30,11302.5,61.82
renovation,492,276393,Gabes,plomberie,raccord,Pipelife,37.67,5,61,4,150.68,100.0
maison,240,176337,Mahdia,revetement,marbre,MarbreLocal,126.05,4,69,190,23949.5,88.1
maison,485,300000,Gafsa,etancheite,silicone,Bostik,17.45,3,39,2,34.9,69.96
maison,204,92368,Kebili,electricite,prise,LocalElec,22.77,3,41,74,1684.98,70.02
renovation,406,104742,Tozeur,plomberie,tuyau,LocalPlomb,7.76,2,42,286,2219.36,51.82
immeuble,399,300000,Nabeul,etancheite,hydrofuge,LocalHyd,18.83,5,84,7,131.81,100.0
maison,388,167601,Ben Arous,revetement,carrelage,SOTEMAIL,82.96,4,43,360,29865.6,84.6
maison,421,300000,Kairouan,etancheite,membrane_etanche,Bostik,47.35,4,56,375,17756.25,92.06
maison,291,149926,Kasserine,plomberie,tuyau,LocalPlomb,8.16,2,60,118,962.88,57.18
renovation,446,222952,Sidi Bouzid,maconnerie,brique,BriqueLocal,1.06,4,51,6489,6878.34,95.19
immeuble,425,300000,Bizerte,etancheite,hydrofuge,LocalHyd,16.14,5,71,4,64.56,100.0
immeuble,169,126343,Jendouba,maconnerie,ciment,Sibline,19.1,3,55,74,1413.4,74.59
immeuble,56,65210,Medenine,peinture,peinture_murale,LocalPaint,123.42,3,52,9,1110.78,63.26
renovation,160,46271,Manouba,peinture,peinture_murale,Jotun,126.37,2,40,16,2021.92,39.36
renovation,408,167654,Ariana,menuiserie,aluminium,LocalAlu,153.06,5,70,53,8112.18,100.0
immeuble,330,300000,Tataouine,isolation,mousse_isolante,Sika,57.28,5,76,46,2634.88,100.0
immeuble,171,139594,Bizerte,etancheite,silicone,Sika,8.13,5,97,4,32.52,100.0
renovation,462,300000,Tataouine,isolation,laine_verre,Isover,20.89,4,64,430,8982.7,97.11
renovation,72,50640,Gafsa,etancheite,hydrofuge,Weber,22.85,4,73,5,114.25,99.62
maison,286,130800,Medenine,electricite,disjoncteur,Siemens,55.51,4,56,2,111.02,91.25
maison,456,270346,Medenine,revetement,colle_carrelage,Weber,21.78,4,60,28,609.84,95.82
maison,216,97057,Kebili,plomberie,robinet,Grohe,52.87,5,85,5,264.35,100.0
immeuble,395,300000,Mahdia,plomberie,robinet,LocalRobi,63.52,4,66,3,190.56,93.45
renovation,264,116447,Zaghouan,maconnerie,brique,BriqueTunis,1.02,3,37,2433,2481.66,71.0
immeuble,175,257168,Gafsa,maconnerie,parpaing,ParpaingPro,2.44,5,72,315,768.6,100.0
immeuble,68,73033,Sfax,etancheite,silicone,Bostik,5.24,4,74,3,15.72,100.0
maison,178,134807,Nabeul,electricite,disjoncteur,Legrand,37.31,4,65,3,111.93,95.77
immeuble,227,158820,Tunis,menuiserie,fenetre,LocalAlu,926.44,4,54,14,12970.16,3.56
renovation,251,132090,Kasserine,quincaillerie,clou,Fischer,0.18,4,84,450,81.0,100.0
immeuble,448,298547,Ben Arous,isolation,polystyrene,Styrodur,19.1,5,77,316,6035.6,100.0
immeuble,381,300000,Ariana,menuiserie,porte,LocalWood,278.45,4,73,10,2784.5,74.06
immeuble,407,300000,Kef,revetement,joint,LocalJoint,12.74,3,43,50,637.0,71.63
maison,326,158509,Beja,quincaillerie,vis,LocalVis,0.93,4,52,269,250.17,95.51
immeuble,484,300000,Siliana,etancheite,membrane_etanche,LocalMemb,13.79,5,81,379,5226.41,100.0
immeuble,195,102949,Siliana,maconnerie,parpaing,Sibline,2.27,3,52,548,1243.96,75.37
maison,117,83102,Sfax,quincaillerie,boulon,LocalBoul,3.27,2,33,73,238.71,49.57
immeuble,204,137707,Zaghouan,quincaillerie,clou,LocalClou,0.11,3,50,102,11.22,74.99
maison,66,58872,Gabes,electricite,interrupteur,Schneider,12.65,5,98,16,202.4,100.0
renovation,222,81125,Tunis,maconnerie,gravier,CarriereNabeul,39.02,3,55,36,1404.72,72.6
immeuble,388,300000,Manouba,maconnerie,gravier,GraviereTunis,71.02,3,42,70,4971.4,65.5
maison,181,149736,Siliana,peinture,vernis,Jotun,22.97,4,78,12,275.64,100.0
renovation,146,106444,Zaghouan,maconnerie,brique,BriqueTunis,1.24,4,48,1325,1643.0,94.28
immeuble,151,173821,Ben Arous,revetement,joint,LocalJoint,9.43,5,70,22,207.46,100.0
maison,379,252275,Tozeur,quincaillerie,vis,Fischer,0.31,5,81,544,168.64,100.0
immeuble,440,300000,Kasserine,quincaillerie,cheville,Rawlplug,1.54,4,47,865,1332.1,93.95
immeuble,241,300000,Medenine,peinture,pinceau,LocalTool,9.23,4,75,5,46.15,100.0
immeuble,196,193112,Kairouan,quincaillerie,clou,Rawlplug,0.27,4,54,354,95.58,96.17
immeuble,464,300000,Kef,plomberie,raccord,LocalPlomb,25.4,4,64,5,127.0,96.66
renovation,330,109188,Sousse,peinture,peinture_murale,LocalPaint,112.74,2,40,59,6651.66,40.73
renovation,322,74874,Beja,peinture,peinture_murale,LocalPaint,46.88,3,68,46,2156.48,75.71
maison,139,59823,Tozeur,etancheite,silicone,LocalSil,25.0,2,29,7,175.0,46.2
immeuble,122,108538,Kasserine,etancheite,silicone,Bostik,7.8,4,64,2,15.6,98.42
immeuble,52,40089,Zaghouan,quincaillerie,cheville,Fischer,0.32,3,60,93,29.76,77.97
renovation,327,235477,Kebili,revetement,gres,LocalGres,73.78,5,59,296,21838.88,100.0
immeuble,432,300000,Sfax,electricite,prise,LocalElec,15.46,3,43,84,1298.64,71.35
maison,264,145122,Nabeul,maconnerie,brique,BriqueTunis,0.87,3,59,3296,2867.52,77.61
maison,461,224700,Sidi Bouzid,revetement,marbre,MarbreTunis,113.46,3,60,408,46291.68,66.65
renovation,160,78116,Jendouba,peinture,peinture_murale,Ripolin,64.23,3,51,22,1413.06,68.88
maison,448,300000,Sidi Bouzid,menuiserie,serrure,LocalSerr,88.23,4,64,2,176.46,90.38
immeuble,152,90099,Gafsa,etancheite,membrane_etanche,LocalMemb,18.15,2,46,160,2904.0,51.98
maison,258,129621,Ariana,peinture,pinceau,OutilTunis,14.87,3,59,6,89.22,76.21
maison,150,99422,Ben Arous,etancheite,hydrofuge,Sika,45.45,4,64,7,318.15,94.66
immeuble,362,300000,Monastir,menuiserie,fenetre,LocalAlu,577.06,3,53,21,12118.26,18.19
immeuble,355,300000,Bizerte,etancheite,silicone,Sika,11.4,4,82,7,79.8,100.0
maison,466,300000,Beja,peinture,peinture_murale,LocalPaint,41.39,4,68,73,3021.47,96.26
renovation,142,86101,Siliana,electricite,disjoncteur,Siemens,24.03,4,73,3,72.09,99.5
maison,148,113532,Sfax,plomberie,chauffe_eau,LocalChauf,475.94,2,43,1,475.94,5.31
maison,80,48864,Sousse,quincaillerie,cheville,Fischer,1.37,3,62,141,193.17,78.46
renovation,384,175599,Medenine,revetement,carrelage,LocalCarrel,49.24,3,45,433,21320.92,68.58
maison,334,146744,Sidi Bouzid,electricite,prise,Legrand,22.0,4,78,132,2904.0,100.0
renovation,175,74972,Sidi Bouzid,peinture,pinceau,PaintPro,7.83,3,53,5,39.15,75.12
immeuble,381,300000,Kef,maconnerie,sable,Sibline,45.06,4,57,93,4190.58,92.59
renovation,182,58252,Tozeur,etancheite,bitume,Bostik,27.76,4,68,6,166.56,97.62
renovation,358,136282,Kef,etancheite,bitume,LocalBitume,28.79,3,60,3,86.37,75.12
maison,456,222173,Tataouine,quincaillerie,clou,Fischer,0.52,4,70,739,384.28,100.0
renovation,297,78767,Mahdia,maconnerie,sable,LocalSand,42.66,3,52,43,1834.38,71.33
immeuble,468,300000,Tataouine,peinture,rouleau,PaintPro,13.45,5,75,5,67.25,100.0
maison,353,300000,Manouba,plomberie,chauffe_eau,LocalChauf,534.31,4,67,2,1068.62,46.67
immeuble,473,300000,Sousse,peinture,vernis,LocalVernis,37.99,5,66,49,1861.51,100.0
immeuble,350,300000,Tataouine,menuiserie,porte,LocalWood,208.62,4,66,9,1877.58,78.94
immeuble,217,205890,Kairouan,revetement,marbre,SOTEMAIL,188.52,5,73,177,33368.04,100.0
renovation,487,300000,Ariana,electricite,disjoncteur,Legrand,58.34,4,56,2,116.68,90.97
renovation,232,152164,Beja,plomberie,tuyau,GF,16.77,4,58,140,2347.8,95.72
maison,170,97314,Siliana,maconnerie,parpaing,Sibline,3.32,3,55,290,962.8,76.17
immeuble,377,300000,Nabeul,plomberie,siphon,LocalPlomb,13.48,4,56,8,107.84,95.45
immeuble,198,175096,Jendouba,etancheite,membrane_etanche,Sika,34.96,5,84,161,5628.56,100.0
renovation,220,78159,Monastir,quincaillerie,clou,Rawlplug,0.28,3,50,193,54.04,74.97
maison,239,195124,Tozeur,etancheite,hydrofuge,Sika,29.5,5,86,5,147.5,100.0
maison,185,122758,Bizerte,quincaillerie,cheville,Fischer,0.67,4,81,282,188.94,100.0
renovation,53,20530,Kairouan,maconnerie,parpaing,ParpaingPro,3.03,3,45,92,278.76,73.2
maison,443,184691,Kasserine,revetement,marbre,SOTEMAIL,235.78,4,53,453,106808.34,72.32
immeuble,298,300000,Beja,revetement,marbre,MarbreLocal,92.05,3,73,348,32033.4,72.7
renovation,476,300000,Jendouba,quincaillerie,cheville,LocalChev,1.13,5,61,526,594.38,100.0
renovation,134,77545,Tataouine,etancheite,silicone,Bostik,5.31,4,77,5,26.55,100.0
maison,109,94861,Kef,plomberie,robinet,Grohe,110.49,5,80,3,331.47,100.0
immeuble,78,75807,Beja,plomberie,tuyau,GF,8.65,3,57,51,441.15,76.24
renovation,287,170930,Mahdia,plomberie,robinet,IdealStandard,99.08,5,59,3,297.24,100.0
immeuble,458,268737,Sousse,plomberie,raccord,GF,6.28,4,60,5,31.4,97.37
maison,134,66892,Sousse,maconnerie,brique,SOTEMAIL,1.09,3,51,1362,1484.58,75.19
maison,386,300000,Beja,maconnerie,parpaing,ParpaingPro,2.5,5,82,919,2297.5,100.0
renovation,233,78620,Kairouan,peinture,peinture_murale,LocalPaint,43.48,3,57,34,1478.32,72.75
maison,360,236292,Siliana,revetement,gres,GresPro,40.99,4,60,426,17461.74,93.9
maison,50,33999,Nabeul,maconnerie,parpaing,LocalBlock,2.56,2,42,76,194.56,52.34
immeuble,164,128441,Tataouine,etancheite,silicone,LocalSil,23.17,3,34,2,46.34,67.88
renovation,192,154579,Gabes,isolation,laine_roche,Rockwool,39.11,5,61,191,7470.01,100.0
maison,394,190808,Zaghouan,electricite,prise,LocalElec,19.97,5,67,129,2576.13,100.0
renovation,391,196983,Gafsa,quincaillerie,cheville,Rawlplug,0.73,3,53,319,232.87,75.83
renovation,458,214422,Kasserine,peinture,pinceau,OutilTunis,8.29,4,59,5,41.45,96.87
maison,193,169504,Ben Arous,maconnerie,sable,Sibline,42.91,4,61,49,2102.59,94.01
maison,344,153928,Zaghouan,revetement,faience,SOTEMAIL,64.94,3,42,281,18248.14,66.11
renovation,480,115242,Monastir,quincaillerie,vis,LocalVis,0.79,2,25,859,678.61,47.42
renovation,225,141801,Ben Arous,peinture,peinture_murale,LocalPaint,64.72,3,54,23,1488.56,69.73
immeuble,183,221321,Kasserine,isolation,laine_verre,Isover,27.76,5,55,200,5552.0,100.0
renovation,434,300000,Kef,electricite,disjoncteur,Legrand,85.92,5,64,1,85.92,100.0
renovation,288,147448,Ariana,plomberie,tuyau,LocalPlomb,8.75,3,47,103,901.25,73.22
maison,475,240316,Siliana,etancheite,bitume,LocalBitume,19.12,3,63,6,114.72,76.99
immeuble,102,83039,Kebili,maconnerie,brique,SOTEMAIL,1.09,4,46,1409,1535.81,93.69
renovation,116,43153,Zaghouan,maconnerie,gravier,LocalStone,36.75,3,51,21,771.75,71.62
immeuble,449,300000,Sfax,revetement,colle_carrelage,Weber,22.26,5,63,34,756.84,100.0
renovation,269,140890,Tozeur,quincaillerie,clou,Rawlplug,0.11,3,52,312,34.32,75.59
immeuble,181,257288,Tunis,plomberie,chauffe_eau,Atlantic,1224.89,5,60,2,2449.78,0.0
renovation,465,180442,Gabes,maconnerie,brique,SOTEMAIL,0.56,5,76,4809,2693.04,100.0
maison,251,122127,Bizerte,electricite,cable,LocalCable,2.72,2,53,211,573.92,55.63
immeuble,343,300000,Nabeul,isolation,laine_roche,LocalIso,20.76,5,77,247,5127.72,100.0
immeuble,157,170226,Mahdia,electricite,interrupteur,Legrand,24.73,4,74,26,642.98,99.73
maison,341,196197,Tozeur,maconnerie,parpaing,ParpaingPro,3.97,4,54,862,3422.14,95.8
immeuble,142,173094,Manouba,electricite,cable,LocalCable,3.17,3,56,132,418.44,76.48
renovation,482,143441,Siliana,etancheite,membrane_etanche,Sika,36.24,4,59,306,11089.44,94.08
immeuble,274,295684,Gafsa,plomberie,chauffe_eau,Atlantic,817.7,4,68,2,1635.4,18.63
maison,470,300000,Sousse,quincaillerie,clou,LocalClou,0.13,3,51,812,105.56,75.29
renovation,293,143440,Kef,maconnerie,brique,BriqueTunis,0.79,3,50,3002,2371.58,74.92
maison,180,108810,Zaghouan,electricite,tableau_electrique,Legrand,95.47,4,70,1,95.47,91.45
maison,460,188438,Mahdia,quincaillerie,vis,Fischer,0.61,4,73,683,416.63,100.0
immeuble,485,300000,Mahdia,electricite,prise,Legrand,15.72,5,80,146,2295.12,100.0
maison,104,58550,Medenine,etancheite,hydrofuge,Sika,51.42,4,61,4,205.68,93.16
maison,130,54685,Kebili,maconnerie,sable,CarriereTunis,62.58,4,52,38,2378.04,89.34
immeuble,365,300000,Kairouan,plomberie,raccord,GF,5.48,4,68,6,32.88,99.85
immeuble,473,300000,Zaghouan,revetement,marbre,SOTEMAIL,192.71,4,61,503,96933.13,79.03
maison,147,95103,Gafsa,maconnerie,ciment,Sibline,18.06,3,42,58,1047.48,70.79
immeuble,118,177694,Sousse,peinture,enduit,Weber,39.69,3,52,7,277.83,71.63
maison,161,72771,Tozeur,peinture,vernis,LocalVernis,68.58,3,43,19,1303.02,66.04
renovation,81,38660,Bizerte,maconnerie,sable,LocalSand,28.51,2,60,21,598.71,55.15
maison,284,231323,Monastir,quincaillerie,cheville,LocalChev,1.29,5,75,241,310.89,100.0
renovation,107,50652,Ben Arous,plomberie,chauffe_eau,Ariston,1108.69,4,53,1,1108.69,0.0
immeuble,416,300000,Manouba,plomberie,siphon,Geberit,5.79,5,72,5,28.95,100.0
immeuble,304,300000,Kebili,maconnerie,gravier,LocalStone,43.26,4,50,30,1297.8,90.67
renovation,309,141629,Gafsa,maconnerie,brique,BriqueLocal,1.01,2,46,4215,4257.15,53.7
maison,392,175925,Jendouba,plomberie,robinet,Grohe,99.34,5,84,3,298.02,100.0
immeuble,118,80411,Tozeur,plomberie,robinet,Grohe,141.23,4,61,5,706.15,84.18
immeuble,397,300000,Medenine,isolation,laine_roche,LocalIso,25.53,5,69,243,6203.79,100.0
immeuble,360,295542,Monastir,quincaillerie,boulon,LocalBoul,3.24,5,62,235,761.4,100.0
maison,399,168165,Gabes,revetement,carrelage,CarrelagePro,45.36,5,79,406,18416.16,100.0
renovation,152,75107,Mahdia,plomberie,raccord,LocalPlomb,5.96,2,52,3,17.88,55.0
renovation,439,187035,Kebili,revetement,marbre,MarbreLocal,178.51,5,59,479,85506.29,99.85
immeuble,455,300000,Gabes,etancheite,membrane_etanche,Bostik,19.09,3,53,376,7177.84,73.99
renovation,75,37804,Sidi Bouzid,maconnerie,brique,BriqueTunis,0.56,3,53,690,386.4,75.84
renovation,397,300000,Sfax,etancheite,membrane_etanche,LocalMemb,35.9,4,58,335,12026.5,93.81
renovation,143,65099,Monastir,plomberie,tuyau,Pipelife,10.04,4,53,83,833.32,94.9
maison,98,44926,Mahdia,maconnerie,parpaing,ParpaingPro,2.47,3,51,177,437.19,75.05
renovation,68,43374,Kairouan,peinture,rouleau,LocalTool,15.14,3,48,5,75.7,72.89
maison,110,59810,Zaghouan,etancheite,bitume,Sika,28.79,4,75,3,86.37,99.62
renovation,59,46959,Sidi Bouzid,peinture,enduit,LocalEnduit,28.87,2,39,7,202.09,48.81
renovation,453,226762,Kef,maconnerie,gravier,GraviereTunis,51.47,3,54,55,2830.85,71.05
maison,500,290979,Nabeul,isolation,laine_roche,Rockwool,51.73,5,56,308,15932.84,100.0
renovation,498,205576,Ben Arous,electricite,tableau_electrique,Schneider,273.17,5,66,2,546.34,92.48
maison,232,97432,Tunis,maconnerie,gravier,GraviereTunis,71.63,3,37,56,4011.28,63.94
immeuble,477,300000,Monastir,electricite,tableau_electrique,Hager,88.7,5,89,1,88.7,100.0
renovation,471,202321,Sidi Bouzid,menuiserie,fenetre,FenetrePro,377.75,4,62,31,11710.25,60.82
immeuble,261,258071,Ben Arous,revetement,gres,LocalGres,76.55,5,62,265,20285.75,100.0
maison,201,172815,Siliana,isolation,laine_roche,Knauf,21.35,4,68,177,3778.95,98.26
maison,486,300000,Beja,electricite,interrupteur,Schneider,17.36,5,79,165,2864.4,100.0
immeuble,206,214977,Sousse,maconnerie,parpaing,ParpaingPro,3.52,4,49,352,1239.04,94.35
maison,141,64285,Monastir,electricite,tableau_electrique,Schneider,246.49,5,80,1,246.49,99.35
immeuble,445,300000,Medenine,electricite,prise,Legrand,13.84,5,79,68,941.12,100.0
renovation,334,187472,Mahdia,electricite,interrupteur,Legrand,6.3,5,87,99,623.7,100.0
renovation,259,113576,Mahdia,quincaillerie,vis,Fischer,1.04,5,62,363,377.52,100.0
immeuble,191,179808,Tataouine,electricite,prise,Schneider,25.15,5,69,54,1358.1,100.0
immeuble,206,300000,Kef,menuiserie,aluminium,LocalAlu,392.81,4,44,13,5106.53,53.92
immeuble,437,300000,Manouba,maconnerie,sable,CarriereTunis,25.96,5,70,89,2310.44,100.0
maison,188,127783,Kef,plomberie,raccord,LocalPlomb,29.67,2,41,8,237.36,49.33
immeuble,109,87869,Mahdia,electricite,interrupteur,Schneider,18.67,5,73,26,485.42,100.0
renovation,485,300000,Mahdia,electricite,tableau_electrique,Legrand,251.83,4,67,2,503.66,74.92
maison,365,173895,Tozeur,electricite,prise,Schneider,19.08,4,73,83,1583.64,99.99
immeuble,441,300000,Jendouba,peinture,vernis,Jotun,46.03,5,83,59,2715.77,100.0
maison,443,243959,Manouba,revetement,joint,Weber,13.61,5,67,22,299.42,100.0
maison,491,300000,Kef,electricite,interrupteur,LocalElec,14.96,5,76,175,2618.0,100.0
maison,454,300000,Tunis,quincaillerie,boulon,LocalBoul,2.86,4,65,174,497.64,99.21
renovation,134,55040,Nabeul,electricite,cable,Nexans,8.57,3,39,196,1679.72,70.84
maison,109,62303,Kebili,peinture,enduit,Sika,21.96,5,88,8,175.68,100.0
maison,50,27698,Gafsa,maconnerie,parpaing,ParpaingPro,2.33,3,57,108,251.64,76.87
renovation,171,88465,Bizerte,electricite,prise,LocalElec,15.99,3,52,36,575.64,74.0
maison,214,191397,Siliana,quincaillerie,cheville,Rawlplug,0.7,4,70,240,168.0,100.0
maison,178,122417,Kairouan,quincaillerie,vis,Rawlplug,0.73,3,44,122,89.06,73.13
maison,237,140344,Monastir,maconnerie,brique,BriqueTunis,0.57,3,52,3254,1854.78,75.54
maison,474,300000,Monastir,plomberie,raccord,LocalPlomb,12.57,5,72,4,50.28,100.0
maison,53,32412,Gafsa,maconnerie,brique,BriqueLocal,0.94,2,36,449,422.06,50.71
renovation,466,233705,Tunis,peinture,peinture_murale,Jotun,130.64,4,57,51,6662.64,84.04
immeuble,256,183578,Gafsa,quincaillerie,clou,Rawlplug,0.24,5,69,392,94.08,100.0
renovation,150,128691,Kairouan,etancheite,hydrofuge,Sika,19.23,4,81,5,96.15,100.0
renovation,240,133715,Gabes,etancheite,bitume,LocalBitume,26.48,3,53,5,132.4,73.25
renovation,199,96592,Tunis,maconnerie,gravier,CarriereNabeul,36.16,3,62,47,1699.52,74.98
renovation,255,128425,Manouba,maconnerie,parpaing,ParpaingPro,3.83,4,53,741,2838.03,95.52
renovation,139,93474,Sousse,plomberie,robinet,IdealStandard,107.6,4,49,4,430.4,83.94
renovation,384,162496,Gafsa,quincaillerie,vis,Fischer,1.01,4,72,210,212.1,100.0
maison,136,101210,Siliana,quincaillerie,cheville,Fischer,1.55,4,59,123,190.65,97.54
maison,341,297952,Ben Arous,menuiserie,fenetre,LocalAlu,854.43,5,66,26,22215.18,34.36
immeuble,339,300000,Monastir,electricite,cable,LocalCable,4.63,3,58,633,2930.79,76.94
renovation,253,121241,Tunis,etancheite,silicone,LocalSil,6.36,3,53,2,12.72,75.26
maison,219,142686,Tataouine,peinture,vernis,Jotun,43.56,4,83,30,1306.8,100.0
immeuble,160,132933,Sousse,plomberie,robinet,LocalRobi,62.84,2,45,3,188.52,47.22
maison,351,145084,Siliana,quincaillerie,vis,LocalVis,0.61,2,32,396,241.56,49.54
immeuble,81,81971,Ariana,etancheite,membrane_etanche,Bostik,42.01,4,45,71,2982.71,89.3
immeuble,324,227822,Ariana,plomberie,tuyau,LocalPlomb,14.14,4,53,204,2884.56,94.49
immeuble,419,300000,Kasserine,quincaillerie,boulon,LocalBoul,2.99,4,64,103,307.97,98.9
maison,145,94534,Siliana,etancheite,membrane_etanche,Sika,39.45,4,68,125,4931.25,96.46
